CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
2.53234,0.0,19.61,0,0.612,7.664,76.9,4.4266,8,200.0,12.6,139.43,36.34,26.4
0.30668,0.0,24.15,0,0.402,5.185,6.7,1.0,4,711.0,20.2,330.55,23.87,31.7
2.86359,12.5,21.95,0,0.449,7.412,84.2,10.599,1,307.0,14.7,196.0,1.78,41.1
13.83171,25.0,1.59,0,0.516,6.353,63.1,1.0,4,307.0,18.7,361.86,34.13,24.7
0.45276,0.0,13.71,0,0.856,5.651,57.6,3.7045,24,711.0,19.2,368.35,20.64,37.8
2.19149,25.0,3.39,0,0.542,5.349,63.6,1.0,2,330.0,12.6,65.92,11.25,40.2
6.29583,0.0,7.16,0,0.616,6.148,86.8,1.3947,3,403.0,18.7,1.24,29.54,35.3
4.0501,25.0,27.63,0,0.476,6.925,59.9,3.0045,8,666.0,19.2,390.53,35.31,33.4
3.58222,0.0,4.42,0,0.679,6.191,59.3,2.0516,6,200.0,18.7,359.68,19.26,40.8
3.63686,0.0,14.22,0,0.518,7.338,99.1,1.0,8,270.0,15.2,22.31,13.17,39.6
1.33648,12.5,17.5,0,0.481,5.264,76.4,1.0,7,666.0,12.6,330.68,30.32,25.3
1.04269,0.0,19.82,0,0.633,6.272,45.8,2.0578,5,711.0,21.0,181.88,26.44,28.7
4.97212,0.0,15.89,0,0.383,5.403,71.6,5.3803,24,200.0,15.2,103.02,33.94,29.9
4.98398,12.5,0.77,0,0.384,6.535,40.7,8.6733,4,432.0,19.2,348.81,26.83,31.0
6.05385,12.5,9.48,0,0.487,6.901,25.1,1.0,6,711.0,19.2,78.31,10.56,38.1
7.33385,0.0,14.74,0,0.398,5.985,60.9,1.8977,2,384.0,13.0,376.0,35.49,23.9
2.14828,0.0,2.92,0,0.433,4.457,93.0,1.0,2,384.0,12.6,81.87,5.53,34.8
2.08855,0.0,10.14,0,0.546,6.419,93.1,1.0,2,307.0,20.2,243.69,11.44,38.8
4.80285,0.0,1.41,0,0.773,6.586,36.1,4.1187,7,384.0,20.2,88.79,20.58,30.3
3.14916,0.0,2.66,0,0.66,6.563,54.1,3.5052,2,222.0,19.2,216.72,22.23,34.1
3.63165,0.0,11.42,0,0.631,7.145,23.4,1.0,2,270.0,20.2,271.57,2.28,46.8
4.76586,80.0,4.15,0,0.524,5.53,99.6,1.012,24,384.0,14.7,75.76,30.02,21.2
6.62197,0.0,16.11,0,0.837,6.756,98.2,1.0,7,242.0,13.0,206.89,14.83,31.0
1.23745,0.0,19.46,0,0.575,7.115,66.0,6.8457,3,222.0,19.2,186.34,16.46,39.3
1.41281,0.0,22.52,1,0.423,5.035,81.0,13.0,3,666.0,20.2,28.49,31.06,31.3
0.29609,80.0,6.0,0,0.682,6.504,72.3,1.0,7,222.0,12.6,324.84,15.48,35.3
2.59024,0.0,5.11,0,0.436,5.927,60.5,1.0005,5,200.0,21.0,133.44,3.44,33.7
0.10981,0.0,3.38,0,0.549,6.223,8.1,7.7066,6,307.0,15.2,228.19,8.12,43.5
1.87982,0.0,18.0,0,0.629,6.523,47.1,9.9179,8,330.0,15.2,204.47,36.37,25.5
2.34688,0.0,19.93,0,0.808,5.939,68.4,2.0675,24,330.0,14.7,203.87,4.28,38.4
1.01289,0.0,1.37,0,0.622,5.807,68.7,1.0,1,432.0,18.7,42.84,14.59,36.4
2.6809,25.0,26.25,0,0.724,6.304,39.1,1.0,3,270.0,12.6,168.26,19.97,31.8
0.09293,80.0,1.93,0,0.866,5.519,94.3,3.2422,7,200.0,18.7,179.72,19.61,30.5
0.11419,0.0,15.39,0,0.444,5.52,19.2,1.8964,6,330.0,13.0,291.27,1.87,37.7
5.18805,0.0,20.0,0,0.515,6.756,51.5,1.0,7,307.0,21.0,333.45,19.89,39.6
1.33976,80.0,24.45,0,0.573,5.476,70.0,3.326,8,666.0,13.0,216.45,15.64,37.8
0.40767,12.5,20.14,0,0.587,6.746,70.6,1.0,6,330.0,19.2,34.74,36.96,30.3
2.21596,0.0,22.55,0,0.581,6.604,65.9,5.8832,3,242.0,12.6,94.25,7.5,33.0
4.40894,0.0,9.83,0,0.825,5.072,29.6,1.3904,2,222.0,19.2,65.73,14.56,34.7
0.72935,0.0,22.91,1,0.73,5.806,18.1,1.0,7,330.0,17.8,49.74,16.93,36.2
2.92566,0.0,2.7,0,0.678,7.116,64.6,3.3728,1,200.0,20.2,145.43,15.89,33.2
0.26763,12.5,25.11,0,0.532,5.593,61.1,1.9265,3,384.0,15.2,91.29,25.86,31.5
0.1592,80.0,15.56,0,0.784,5.955,20.3,13.0,4,384.0,19.2,86.89,9.54,41.2
2.27373,80.0,22.98,0,0.848,6.603,71.4,2.9857,1,666.0,18.7,22.01,9.74,40.3
2.33373,0.0,12.94,0,0.782,6.828,47.1,1.2233,5,384.0,17.8,7.33,28.16,29.7
3.04361,0.0,18.2,0,0.381,6.104,67.7,4.6966,3,711.0,15.2,41.08,19.86,33.4
3.88488,80.0,14.98,0,0.692,5.862,84.2,1.2037,2,666.0,19.2,68.61,16.78,36.0
11.17067,25.0,20.62,0,0.405,7.276,19.4,8.9146,3,200.0,17.8,171.24,7.86,38.2
2.17887,0.0,2.74,0,0.506,7.497,4.8,1.7843,8,270.0,17.8,202.78,8.53,44.7
1.17006,80.0,2.16,0,0.409,6.965,78.6,3.0332,6,384.0,12.6,56.08,2.11,43.9
4.75696,25.0,7.3,0,0.676,6.34,62.1,1.0,7,711.0,13.0,168.78,5.04,41.5
0.94755,0.0,4.89,1,0.716,5.714,70.8,2.1103,6,432.0,17.8,135.85,21.91,34.8
1.73395,0.0,24.47,0,0.436,5.699,84.3,6.7866,6,307.0,14.7,73.06,34.05,24.1
0.24512,0.0,6.53,0,0.568,6.646,80.9,6.2247,3,222.0,13.0,3.03,12.14,38.5
0.07703,0.0,27.34,1,0.604,6.573,96.2,1.0,8,384.0,15.2,185.53,13.61,36.7
9.86214,0.0,9.76,0,0.561,7.261,54.9,1.0,7,666.0,15.2,272.24,5.92,42.3
5.4233,25.0,5.51,0,0.439,6.735,50.3,6.4598,7,200.0,15.2,90.06,15.81,36.9
3.57193,0.0,22.22,0,0.585,5.228,41.9,10.1269,6,384.0,15.2,52.59,3.08,37.6
1.57758,0.0,18.61,0,0.748,7.016,17.8,1.0,5,330.0,14.7,352.1,34.98,25.7
0.57092,0.0,14.2,0,0.415,5.581,58.5,2.2722,8,384.0,19.2,109.39,26.12,25.8
0.51036,0.0,15.77,0,0.419,6.011,29.8,1.5643,5,666.0,21.0,89.0,37.63,27.7
0.86402,80.0,20.28,0,0.554,6.455,92.4,7.773,24,242.0,17.8,340.23,33.72,27.0
2.39037,0.0,6.78,0,0.841,7.677,59.5,1.0,24,242.0,15.2,324.37,18.87,39.1
3.76155,0.0,27.9,0,0.708,8.457,60.5,1.0,1,384.0,13.0,178.13,20.56,32.6
3.23817,12.5,27.31,0,0.713,6.705,37.4,5.3056,6,222.0,13.0,194.34,8.64,43.8
0.98524,0.0,18.38,0,0.557,6.152,7.9,1.0,7,200.0,17.8,86.67,18.47,36.6
9.29431,0.0,5.99,0,0.671,6.654,6.0,2.5776,3,432.0,19.2,31.37,34.46,27.0
4.01705,0.0,19.21,0,0.385,6.901,44.0,2.2176,7,432.0,21.0,227.73,3.57,46.2
2.42469,0.0,2.49,1,0.692,6.056,11.1,1.5469,7,384.0,19.2,39.32,33.03,31.0
2.83809,0.0,1.34,0,0.828,7.537,61.8,1.9069,2,384.0,17.8,178.49,14.09,37.2
1.63211,0.0,7.59,0,0.68,6.441,88.4,2.8686,7,242.0,18.7,373.3,34.33,28.9
0.85398,0.0,13.22,0,0.808,6.628,88.6,1.0,1,666.0,14.7,378.2,35.83,22.8
1.32004,80.0,24.38,0,0.735,6.746,66.9,3.2248,5,222.0,17.8,95.23,26.04,35.9
4.25455,0.0,20.5,0,0.439,6.575,23.4,6.2205,24,711.0,20.2,247.83,25.81,30.7
0.04349,0.0,20.92,0,0.822,6.867,86.7,5.4256,7,384.0,12.6,188.33,18.14,30.5
0.37014,0.0,12.2,0,0.413,5.848,88.9,1.0,7,432.0,12.6,347.6,32.01,25.2
0.14128,0.0,10.01,0,0.642,5.889,22.0,1.0,2,200.0,19.2,107.96,36.58,29.7
0.12474,0.0,10.7,0,0.45,5.51,74.5,1.1864,8,270.0,17.8,1.79,29.82,33.9
5.80261,0.0,27.66,0,0.386,6.588,30.7,1.7023,3,330.0,17.8,64.79,24.27,31.8
3.64872,80.0,1.6,0,0.587,6.825,80.8,1.9951,8,384.0,12.6,138.93,23.72,30.1
1.92835,0.0,24.34,0,0.525,6.6,99.7,4.3263,3,666.0,21.0,125.53,32.51,25.4
0.30887,0.0,16.41,0,0.618,7.452,5.8,1.0,7,384.0,12.6,314.16,21.34,40.5
2.02955,0.0,12.56,0,0.663,6.276,90.0,1.0,2,666.0,17.8,270.22,30.86,30.9
1.92435,80.0,20.44,0,0.401,6.748,63.4,1.8902,4,222.0,21.0,119.12,20.17,33.9
0.57058,0.0,13.88,0,0.44,5.516,97.4,4.5393,6,270.0,15.2,181.85,3.99,37.6
1.7067,0.0,24.52,0,0.654,6.009,48.1,1.0,24,307.0,20.2,38.22,15.64,37.3
1.52501,0.0,25.27,0,0.548,6.767,85.2,3.8982,5,200.0,18.7,356.51,17.84,37.9
2.87017,12.5,12.1,0,0.737,6.874,9.0,1.1433,24,200.0,14.7,371.29,6.86,37.5
3.02434,0.0,8.11,1,0.7,6.074,35.5,8.2548,5,666.0,15.2,388.89,5.44,35.6
0.13909,25.0,16.79,1,0.794,6.23,9.4,8.5895,8,242.0,13.0,344.77,21.14,30.7
1.40815,0.0,25.59,0,0.719,5.217,97.6,1.3407,1,666.0,12.6,69.31,4.82,36.7
2.94937,0.0,6.29,0,0.591,6.03,82.2,1.0,7,242.0,20.2,18.64,12.71,34.0
2.09832,0.0,17.63,0,0.71,6.903,85.7,2.0134,4,403.0,12.6,230.18,28.71,36.5
5.82405,0.0,17.87,0,0.515,6.683,94.0,1.0455,5,432.0,12.6,362.24,36.68,25.4
3.22492,0.0,20.66,0,0.53,6.63,11.2,4.2405,6,711.0,15.2,70.65,27.75,27.4
0.53356,0.0,4.12,0,0.767,6.315,40.3,6.6465,5,200.0,18.7,3.11,37.7,23.8
0.21955,12.5,20.19,0,0.599,6.285,9.8,4.2487,1,711.0,21.0,319.76,27.04,31.1
3.08518,0.0,25.5,0,0.771,5.818,23.4,6.6092,24,222.0,12.6,30.78,12.38,30.3
0.08061,0.0,5.44,0,0.783,6.769,25.2,1.9221,2,666.0,19.2,164.39,26.09,32.9
2.64404,0.0,7.03,0,0.8,6.575,48.5,1.0,24,222.0,17.8,269.55,27.18,27.5
8.45177,0.0,27.21,0,0.829,6.624,29.0,5.089,2,270.0,20.2,94.23,15.2,38.1
2.57035,0.0,5.48,0,0.591,5.912,12.7,1.6987,24,222.0,19.2,33.62,2.37,40.5
1.4739,0.0,24.0,0,0.536,4.773,19.2,4.2276,6,384.0,15.2,305.7,27.21,34.6
3.09248,0.0,14.04,0,0.665,7.048,17.2,1.1993,24,432.0,15.2,250.23,2.52,41.5
1.83887,25.0,7.3,0,0.562,5.945,97.4,1.0,6,384.0,18.7,392.34,24.6,22.1
2.36644,80.0,24.45,0,0.675,5.676,76.6,13.0,6,330.0,18.7,136.87,7.66,42.0
8.51438,0.0,12.75,0,0.726,6.765,96.9,1.0,2,666.0,21.0,24.81,22.23,33.6
1.46378,0.0,14.66,0,0.717,6.006,45.6,13.0,8,200.0,17.8,291.55,19.99,35.5
9.74728,0.0,10.38,0,0.564,7.022,29.9,13.0,3,711.0,20.2,207.23,2.22,37.2
7.07273,0.0,16.81,0,0.462,6.712,80.4,6.0002,7,666.0,17.8,84.87,14.88,35.2
0.65369,0.0,5.0,0,0.591,6.758,34.6,4.093,5,432.0,13.0,310.34,23.51,34.5
0.21565,0.0,11.25,0,0.45,5.324,32.0,3.2767,3,307.0,18.7,81.13,32.48,26.9
0.31868,12.5,27.16,0,0.816,7.128,25.5,7.6406,1,711.0,21.0,103.69,33.93,25.4
0.05517,0.0,7.6,1,0.549,6.463,15.5,1.2985,8,307.0,14.7,37.01,19.26,43.5
0.29762,0.0,18.56,0,0.456,6.022,27.8,2.3959,3,330.0,12.6,158.73,28.13,33.2
3.44662,0.0,9.44,0,0.392,6.38,37.4,3.6707,2,432.0,12.6,166.46,13.2,37.7
0.22155,0.0,21.77,0,0.696,5.037,68.3,2.0127,1,403.0,14.7,204.38,14.13,38.3
1.15247,0.0,4.1,0,0.692,6.566,9.0,2.1193,4,403.0,17.8,281.48,8.78,41.2
5.59058,0.0,27.17,0,0.547,5.559,23.3,1.5234,8,403.0,14.7,359.66,22.09,28.6
0.07064,0.0,12.98,0,0.415,5.333,81.5,3.1565,3,200.0,21.0,54.94,13.13,39.1
5.05359,12.5,6.99,0,0.581,5.214,17.2,7.2236,1,200.0,20.2,21.87,4.79,39.6
0.99325,0.0,2.52,0,0.532,7.059,36.2,1.0,4,403.0,14.7,7.67,26.55,31.3
0.37725,0.0,5.17,0,0.712,5.84,86.9,10.3538,24,307.0,21.0,57.28,27.38,33.0
3.57947,0.0,14.79,0,0.677,7.354,17.9,4.4393,1,432.0,18.7,261.25,14.78,37.0
2.9742,0.0,9.77,0,0.559,5.905,10.9,6.586,2,222.0,19.2,288.82,4.51,39.7
6.29825,0.0,23.29,0,0.487,5.085,49.9,3.087,24,432.0,15.2,312.23,17.18,33.2
3.98488,12.5,12.35,0,0.864,5.498,32.3,5.7453,2,403.0,15.2,96.97,17.76,36.8
4.88099,25.0,7.34,0,0.602,7.145,57.6,1.0,3,432.0,13.0,121.63,25.96,30.5
0.994,25.0,17.47,0,0.717,6.171,80.9,6.4822,7,270.0,17.8,191.92,13.16,37.9
0.586,0.0,19.94,0,0.449,5.896,16.2,1.0,3,200.0,20.2,25.38,26.47,37.1
4.16627,0.0,5.09,1,0.618,6.392,59.3,8.3847,24,200.0,19.2,242.69,33.31,27.7
4.93263,0.0,5.11,0,0.393,6.631,52.0,13.0,6,307.0,19.2,390.45,10.34,38.2
13.97101,0.0,1.51,0,0.628,7.062,16.9,1.3233,3,222.0,18.7,143.41,37.21,31.1
1.59624,25.0,20.75,0,0.852,7.294,63.5,1.0,24,403.0,14.7,298.88,15.73,39.7
1.39573,0.0,18.75,0,0.568,6.028,29.5,5.5089,1,666.0,17.8,198.62,11.42,32.6
4.49386,0.0,13.55,0,0.399,5.352,50.3,1.1086,3,711.0,12.6,51.01,17.01,30.2
1.2502,0.0,23.71,1,0.395,5.991,10.9,7.6253,1,307.0,19.2,231.22,5.15,41.6
8.01041,0.0,22.66,0,0.57,6.462,47.5,1.0,2,307.0,21.0,119.24,6.29,39.3
5.86452,0.0,16.6,0,0.458,5.605,32.7,1.0,8,222.0,12.6,13.96,16.75,33.2
1.68107,0.0,24.38,0,0.391,5.61,82.8,13.0,7,384.0,13.0,252.12,29.36,35.5
4.16935,0.0,6.16,0,0.751,6.521,8.4,4.2574,2,403.0,14.7,340.96,34.36,26.2
4.2139,25.0,3.58,0,0.605,6.246,43.5,7.131,2,666.0,14.7,137.05,25.82,30.7
0.32651,25.0,7.92,0,0.522,6.303,47.4,1.4898,24,200.0,20.2,155.1,5.54,34.4
6.98534,0.0,2.07,0,0.821,5.749,73.3,4.2883,6,222.0,19.2,353.68,26.08,32.5
2.11112,0.0,15.11,0,0.437,6.119,58.7,3.4276,5,666.0,18.7,322.98,24.76,29.3
5.254,0.0,26.26,0,0.848,5.633,67.7,3.5119,6,270.0,15.2,283.86,30.93,30.5
1.15721,0.0,1.58,0,0.534,6.903,78.4,4.36,24,307.0,21.0,98.99,31.64,33.7
6.77637,0.0,3.86,0,0.815,7.005,86.6,3.2547,7,222.0,12.6,361.29,33.19,35.7
1.47897,0.0,12.94,0,0.675,4.988,33.4,2.1298,24,200.0,13.0,61.56,16.74,34.8
0.03269,0.0,26.18,0,0.785,5.629,55.1,1.2269,4,432.0,15.2,248.88,27.02,29.4
7.07372,0.0,9.19,0,0.862,5.232,84.5,5.5614,2,200.0,14.7,11.74,11.45,35.1
0.28718,0.0,14.45,0,0.521,5.825,99.0,1.0,8,270.0,12.6,255.61,37.95,24.1
1.15396,0.0,1.64,0,0.851,6.222,89.3,4.4795,4,222.0,17.8,110.23,8.08,39.8
8.99092,80.0,4.58,0,0.571,5.265,39.0,1.0097,24,711.0,19.2,178.65,2.1,36.4
9.02385,12.5,27.63,0,0.569,5.635,21.9,3.7305,4,270.0,13.0,137.25,7.12,35.5
2.55599,0.0,27.04,0,0.547,5.577,50.4,5.2238,8,403.0,17.8,68.83,29.85,25.8
2.99769,25.0,0.64,0,0.645,6.425,74.9,1.0,24,403.0,18.7,246.99,17.92,35.7
1.78504,0.0,26.67,0,0.456,6.329,50.7,1.0,24,711.0,19.2,350.09,17.95,37.4
1.04107,25.0,18.08,0,0.651,5.775,49.8,1.0,4,432.0,12.6,380.67,36.34,21.7
1.19546,12.5,24.37,0,0.645,6.404,84.3,3.5393,1,711.0,19.2,76.6,35.06,26.4
3.34897,0.0,13.01,0,0.753,5.897,38.0,7.1951,3,307.0,15.2,284.82,13.01,36.1
4.18751,0.0,14.68,0,0.788,6.09,86.4,1.0,24,384.0,20.2,263.78,9.31,30.2
4.70459,0.0,13.94,0,0.596,7.451,42.4,5.0343,4,242.0,15.2,136.5,32.48,35.7
4.67649,0.0,18.84,0,0.528,7.218,34.8,1.5866,5,666.0,18.7,7.89,34.56,27.1
0.28691,0.0,4.34,0,0.507,5.37,47.0,2.4742,7,270.0,21.0,273.88,21.36,29.3
2.04615,0.0,1.32,0,0.475,6.861,76.9,10.0438,5,666.0,17.8,375.28,24.54,32.7
0.17785,0.0,8.97,0,0.408,6.848,15.1,1.533,4,432.0,15.2,251.01,11.04,39.6
2.39238,25.0,19.88,0,0.548,5.476,22.0,2.3793,2,666.0,20.2,172.95,30.75,25.7
1.74767,80.0,6.05,0,0.512,6.853,95.3,1.0,2,666.0,21.0,208.59,24.64,36.3
6.55986,0.0,19.02,0,0.854,7.357,19.9,1.0,4,200.0,15.2,79.49,19.98,36.0
1.29657,0.0,27.17,0,0.653,5.494,58.0,1.137,24,222.0,14.7,297.97,3.91,36.5
0.37352,0.0,3.08,0,0.55,5.638,59.2,1.0,8,307.0,20.2,296.34,34.92,25.6
0.46292,0.0,19.0,0,0.664,6.992,50.4,3.7923,3,242.0,17.8,58.03,24.03,29.7
4.30029,80.0,12.7,0,0.448,6.47,65.5,2.1121,24,222.0,13.0,348.51,8.71,34.4
2.88872,0.0,24.37,0,0.598,6.666,25.2,3.0187,5,200.0,21.0,107.08,23.71,34.1
0.31983,0.0,5.37,0,0.687,6.518,56.6,1.0,3,666.0,14.7,389.86,26.28,29.9
0.26357,0.0,19.55,0,0.62,6.553,39.0,1.3333,5,242.0,13.0,152.17,20.78,40.1
3.62163,0.0,23.55,0,0.577,5.351,67.1,4.1425,4,200.0,12.6,70.87,27.75,28.7
0.22664,0.0,26.48,1,0.867,7.013,16.6,12.7722,8,200.0,20.2,139.81,22.8,30.8
5.17556,25.0,19.29,1,0.811,7.099,58.3,1.0,5,200.0,14.7,174.89,36.08,24.8
3.675,0.0,14.17,0,0.685,6.119,20.9,8.4009,8,403.0,19.2,27.81,3.68,42.8
0.25455,0.0,17.49,0,0.659,6.25,30.0,3.2684,24,242.0,12.6,229.63,5.58,40.0
0.26596,0.0,24.39,0,0.684,5.208,24.1,3.1537,4,711.0,12.6,237.33,8.02,40.1
12.94638,80.0,16.19,0,0.479,6.64,20.7,2.6361,7,200.0,21.0,293.37,26.74,27.6
1.40651,25.0,1.34,0,0.574,6.68,83.1,1.0,2,384.0,20.2,11.89,25.13,31.2
1.38917,0.0,26.1,0,0.399,6.236,30.6,1.0,6,666.0,14.7,214.96,34.06,31.8
5.02673,0.0,19.46,0,0.613,7.067,92.9,3.4906,8,242.0,18.7,21.3,28.29,28.7
8.82649,0.0,19.1,0,0.646,6.046,97.1,1.5845,7,403.0,14.7,278.38,20.15,32.9
12.80632,0.0,6.43,0,0.492,6.675,58.4,9.4702,7,270.0,15.2,22.42,37.67,23.8
4.1997,80.0,18.62,0,0.852,5.566,16.8,1.9831,8,270.0,12.6,361.89,11.37,38.0
1.41606,0.0,11.33,0,0.826,6.264,39.3,1.0,7,307.0,17.8,278.75,31.92,34.8
0.26158,0.0,18.41,0,0.734,6.158,80.4,4.7663,5,330.0,12.6,201.54,17.2,34.2
4.50373,0.0,3.43,0,0.641,6.438,38.6,1.3195,7,384.0,12.6,175.41,25.24,29.8
2.45208,0.0,18.59,0,0.806,6.021,11.3,2.8326,3,270.0,19.2,52.14,28.09,32.1
1.6561,0.0,27.98,0,0.444,6.188,57.0,4.5477,5,403.0,18.7,115.72,24.7,28.8
7.10471,12.5,1.83,0,0.767,6.858,85.0,8.7599,7,330.0,13.0,344.93,6.82,43.7
0.35364,0.0,27.37,0,0.441,5.974,80.2,5.9703,24,200.0,13.0,359.01,17.78,39.1
2.03552,0.0,11.69,0,0.769,5.155,19.9,4.2869,2,200.0,19.2,0.62,22.08,27.9
0.03426,0.0,24.45,0,0.515,7.505,68.2,4.3255,4,432.0,12.6,235.94,32.5,27.3
1.89706,0.0,22.02,1,0.81,7.247,24.3,11.086,7,666.0,13.0,285.58,17.81,33.3
0.17385,0.0,16.09,0,0.843,5.375,24.1,1.3328,1,330.0,20.2,245.7,35.03,23.2
0.37947,0.0,20.81,0,0.453,6.763,87.8,1.0,2,666.0,18.7,32.71,17.69,38.7
0.37508,12.5,24.66,0,0.607,5.928,27.1,1.2061,24,403.0,13.0,86.67,21.62,37.7
3.14271,0.0,11.61,0,0.861,6.464,28.5,1.0,7,384.0,19.2,99.6,30.59,32.1
4.11179,0.0,9.49,0,0.617,6.486,3.0,4.12,7,330.0,15.2,330.17,22.86,31.9
2.62666,0.0,18.86,0,0.803,6.116,87.4,3.8165,6,270.0,13.0,184.02,36.53,27.9
9.82416,0.0,22.72,0,0.668,5.731,79.9,3.4203,3,384.0,18.7,193.39,25.66,25.6
1.40939,80.0,21.46,0,0.564,5.797,63.8,1.0,3,432.0,21.0,371.08,20.67,36.2
1.00941,12.5,22.44,0,0.52,5.639,75.8,4.9583,2,711.0,21.0,252.98,2.58,41.2
6.08851,0.0,12.48,0,0.48,5.698,17.7,1.4853,6,666.0,20.2,356.71,16.72,35.2
0.75925,0.0,22.99,0,0.753,6.233,47.4,4.1564,4,666.0,14.7,181.36,12.57,35.0
9.90861,0.0,3.81,0,0.569,5.779,37.0,3.0903,5,384.0,14.7,59.58,28.84,26.5
0.03669,0.0,15.47,0,0.631,6.757,12.0,1.5947,3,200.0,13.0,369.11,9.28,42.0
10.50758,0.0,0.66,0,0.621,7.321,50.1,1.0,6,666.0,17.8,182.23,9.17,42.2
0.13236,0.0,9.43,0,0.663,5.874,92.3,1.0,3,432.0,15.2,72.35,8.6,36.4
6.65316,0.0,10.58,0,0.804,6.448,6.8,6.7675,8,270.0,19.2,120.24,6.28,40.7
2.25043,0.0,11.39,0,0.861,6.63,31.2,9.5224,24,242.0,15.2,20.47,13.0,35.2
14.87049,12.5,19.63,0,0.58,6.61,23.1,3.987,4,270.0,21.0,186.04,33.84,31.6
0.22998,0.0,11.19,0,0.785,6.333,26.0,1.0,24,270.0,13.0,338.65,29.81,29.4
2.42133,0.0,12.84,0,0.755,6.8,91.1,1.954,7,666.0,18.7,370.56,28.38,33.5
10.45073,12.5,7.03,1,0.661,6.618,48.3,4.9606,3,711.0,19.2,370.17,30.63,28.3
2.22133,0.0,10.76,0,0.848,5.414,48.2,5.7506,7,222.0,15.2,49.98,11.49,43.4
2.97788,0.0,6.75,0,0.478,6.888,76.8,1.0,1,200.0,18.7,151.83,33.89,30.0
3.5697,0.0,2.51,0,0.434,6.901,17.9,1.0,3,666.0,19.2,11.51,6.71,38.5
1.81838,0.0,17.09,0,0.798,5.746,50.2,4.732,6,200.0,15.2,339.46,13.92,37.3
2.96302,25.0,18.88,0,0.595,6.307,44.7,1.6757,4,403.0,20.2,142.6,22.99,34.4
2.63348,12.5,17.54,0,0.795,6.758,60.9,1.116,7,222.0,21.0,250.61,5.46,40.1
6.9427,0.0,13.25,0,0.818,6.133,100.0,1.0,3,666.0,12.6,283.83,28.19,25.6
0.13953,0.0,10.94,0,0.411,7.031,77.6,2.9533,1,307.0,19.2,170.79,15.76,36.1
0.98953,0.0,24.24,0,0.813,7.935,41.5,7.2383,24,270.0,21.0,121.85,30.16,36.2
9.01199,0.0,14.77,0,0.6,5.73,83.3,12.0131,6,403.0,17.8,381.91,19.59,25.7
6.62903,0.0,13.68,0,0.63,5.313,19.5,3.1697,8,222.0,13.0,382.82,8.28,34.6
1.82453,80.0,1.21,0,0.687,6.493,5.9,2.7455,3,666.0,18.7,115.1,28.36,34.1
2.9038,0.0,9.88,0,0.834,6.785,22.8,1.0,8,432.0,19.2,190.53,10.87,38.1
0.97462,80.0,10.96,0,0.389,6.118,36.0,3.0248,2,384.0,13.0,386.13,19.52,40.7
0.62521,0.0,11.47,0,0.614,7.297,52.5,1.8164,4,384.0,13.0,2.25,4.47,37.4
1.86918,0.0,16.45,0,0.717,5.343,62.6,3.5503,3,200.0,12.6,163.98,24.12,27.6
1.30786,0.0,15.17,0,0.734,6.765,91.3,1.8704,1,222.0,15.2,40.16,25.86,25.8
2.62873,25.0,17.22,0,0.719,5.856,52.4,1.0444,7,270.0,19.2,202.24,15.45,40.7
0.24277,12.5,21.53,0,0.446,7.484,51.6,1.0,2,270.0,21.0,10.1,36.32,27.5
10.99488,25.0,22.86,0,0.527,7.675,7.8,1.4372,4,711.0,14.7,161.69,33.41,22.7
12.8516,0.0,20.25,0,0.556,5.743,6.3,1.0,24,242.0,19.2,87.84,27.39,24.8
3.59359,0.0,26.78,0,0.774,5.895,56.4,1.0,6,384.0,19.2,211.82,27.59,25.5
2.30424,25.0,1.0,0,0.517,6.882,45.4,13.0,8,403.0,19.2,395.31,10.88,36.9
1.11114,0.0,5.88,1,0.483,6.009,84.4,2.2313,2,222.0,13.0,317.8,25.53,31.6
5.04272,0.0,0.71,0,0.849,6.248,18.5,2.8842,7,270.0,18.7,335.68,8.91,39.8
3.46299,0.0,18.31,1,0.384,6.298,5.3,7.8601,6,242.0,13.0,252.25,6.95,38.3
0.53242,80.0,25.2,0,0.869,4.936,46.5,13.0,24,222.0,18.7,16.8,37.95,24.6
